poi_id;writer;keyword;wrating;wtime;mlocation;review;ids;titlen;mrating;mtipe;wlocation;mtotreview;wlocationlat;wlocationlong
102;Laura A;;40;2017/9/18;-6.890287,107.59691;KidZoo is a small zoo in the roof top of Paris van Java Shopping Mall. Surrounded with a flower garden, you can enjoy cool breeze of Bandung. It has cows, goats, sheeps, several kind of rabbits, guinea pig and mini hedgehog. You can bring your kids to feed the animals, the entry ticket includes 1 free animal meal. It was a nice experience to see kids are having outdoor activity and interact with animals.The great things about this place is you have everything in one place, the mall, the shops, the garden, and kids activity.;524890763;Mini Zoo in the city centre - KidZoo PVJ;45;;Jakarta, Indonesia;2;-6.17511;106.865039
102;Hanna1811;;50;2017/9/25;-6.890287,107.59691;We enjoy our time at KidZoo! The place is clean and the staffs are very friendly. The ticket is a DAY PASS so the the kids can take a lunch break and back to play. The animals look healthy.;526405020;Recommended and FUN - KidZoo PVJ;45;;Jakarta, Indonesia;2;-6.17511;106.865039
101;wmajid;;50;2017/10/9;-6.911733,107.61102;Good sceneries, good air, plantation tea, refreshing your lung and mind, nice people in and along the way, and better you go up north near to Cibolang spring after visiting this lake through pangalengan plantation and Cibolang hot all is just beautiful and refreshing. note : no public transport to this area.;530380821;0 km of Citarum River - Cisanti Lake;45;;Bandung, West Java ;2;-6.917464;107.619123
104;Ikin F;;50;2017/8/13;-6.99992,107.62595;Here, you can breathe fresh air. Go fishing. Eat fresh fish. Grill them by your own. Yummy! The best place for refreshing with friends.;512464178;Fresh air. Best choice for refreshing! - Pemancingan Mang Iing;50;;Bandung, West Java ;1;-6.917464;107.619123
111;shehnas a;;40;2015/9/24;-6.905555,107.6199;Third FO for the day!! And I still got as excited as the first two! Generally, I would have spent much more time here if not for the already long day we had! Pros: 1. Long shopping hours2. Close to money changer (behind the factory outlet) 3. In the heart of Jalan Riau (where all the factory outlets are -- Heritage, Secret, Passion)4. Good size of options for men. I did not even manage to cover the whole place, but it had a second level for men upstairs. 5. For women: kurti tops, long dresses, batik tops etc. I personally did not find anything much here for myself. Did more shopping for my brother (Fred Perry polo shirts that ranged from SGD 5.90 to SGD19.90) and dad! I mostly got perfume (Marc Jacobs, J.Lo, Escada) where prices ranged from SGD 3.70 to SGD 6.90. Sales girl said that these were original scent but just that they don't last as long. The scents that I purchased were the same as the original ones I got from Singapore. Good selection of Victoria Secrets' lingerie (think SGD19.90/set) :D Eyes glowww!! 6. There is a counter where you can exchange a token and placing your day's shopping at their counters. Free up the tension you have with wanting to keep an eye on them (all at your own risk of course). 7. Adjacent to the Summit FO, there are rows of shops (bazaar-like) selling Bandung souvenirs (t-shirts, handicrafts, magnets, keychains). I'm not too sure of their opening hours though as they are not fixed shops. Tip: Check in with your hotel to see if they provide some type of discount voucher for you (that can be used with a minimum purchase at one of these factory outlet stores). Tip is valid for other FO stores that I will be reviewing. :D Enjoy, ladies (and gentlemen)!!!;313314633;Shopping Experience at my first Factory... - Summit Factory Outlet;30;Factory Outlets, Department Stores, Shopping Malls, Shopping ;singapore;11;1.352083;103.819836
111;Desti P;;20;2015/7/14;-6.905555,107.6199;Actually the place is good, clothes are vary, but been here many times I rarely found something to buy. Maybe just not my type of store (clothes).;288756914;Not my type of store - Summit Factory Outlet;30;Factory Outlets, Department Stores, Shopping Malls, Shopping ;Singapore, Singapore;11;1.352083;103.819836
111;daryl652015;;10;2016/1/4;-6.905555,107.6199;Nothing to buy. Products were of poor quality and I don't understand why they are classified as Factory Outlet. Just a building selling cheap clothing's with no style, poor imitation goods and nothing to offer. A waste of time!;337426455;Waste of TIme - Summit Factory Outlet;30;Factory Outlets, Department Stores, Shopping Malls, Shopping ;Johor Bahru, Malaysia;11;1.492659;103.741359
111;Mari B;;30;2016/11/28;-6.905555,107.6199;Couldn't find anything I liked here.Disappointing. Seems like most of the stock in Bandung outlets are almost 10 years old;440802652;Nothing to buy - Summit Factory Outlet;30;Factory Outlets, Department Stores, Shopping Malls, Shopping ;Durbanville, South Africa;11;-33.825941;18.653191
111;Mudofir H;;10;2015/12/29;-6.905555,107.6199;Nothing to buy. The quality is not good. The price is quite expensive. Too crowded. The staff is not fri3ndly.;335620419;Nothing to buy - Summit Factory Outlet;30;Factory Outlets, Department Stores, Shopping Malls, Shopping ;Jakarta, Indonesia;11;-6.17511;106.865039
111;gita73;;50;2015/7/25;-6.905555,107.6199;Was spoilt for choices here,they had good selection of clothes mainly batik blouses,skirts,even kurti's,men's branded shirts...most of it was priced quite reasonably.you can get some decent bargains here,definitely worth a visit!!;292431917;plenty of choices...affordable and... - Summit Factory Outlet;30;Factory Outlets, Department Stores, Shopping Malls, Shopping ;KL;11;3.139003;101.686855
111;Hafidztan;;20;2016/12/14;-6.905555,107.6199;Nothing much to buy here. Stocks weren't attractive as it looks quite outdated. The only plus point would be that they do sell shirts of 3XL and above. So, if you're big size, you may just find something nice here.;444245039;Nothing much - Summit Factory Outlet;30;Factory Outlets, Department Stores, Shopping Malls, Shopping ;Singapore, Singapore;11;1.352083;103.819836
98;SmallWorldForAll;;40;2016/9/3;-6.90355,107.68017;Dear Trip Advisor,I submitted my review few days after I registered it for new listing in July.As this place has now been in the list, could you please post my review?I could re-write my review but I believe it is better to use the original one as it was closer to the date of my visit.Thanks a lot in advance for your kind help.Best regards,Ronald;414388286;Post original review please - Wisata Ilmu Sutera;40;;Jakarta, Indonesia;3;-6.17511;106.865039
96;random_musings;;40;2015/6/4;-6.906318,107.61941;The only FO that has a dedicated floor to men and women - so that you are not confused and you easily manage your shopping time. Right opposite Secret FO. Worth a stop on your FO expedition;277989375;Give it a go! - Jessie James Factory Outlet;35;Factory Outlets, Shopping ;Singapore, Singapore;7;1.352083;103.819836
99;flyawayAZ;;10;2016/4/27;-6.89016,107.60696;Although I knew the zoo did not have good ratings, others in my group wanted to go. I'm sorry I did. I visit zoos all over the world and this was the worst one I have seen in many years...maybe ever! Animals thin and in poor condition. In many cases, in extremely small cages with no natural materials. Old, rusty cages...but more important was the sadness of the animals in small, cement pens. Deer all had a skin condition that left bald patches all over their bodies. Pigs in a chest high muddy area with no way to get dry. A Sun Bear was in a small cement 'pit' with a metal grate...we stood directly above him and looked down as he stood on his hind legs, looking up at us and begging for food. We saw a number of large black rats in cages, quite bold in searching for food. Birds seemed to fair the best, but some were very overcrowded. The Night Herons had a nice enclosure with a pond, but so many birds, the water was stagnate and filthy. Entrance fee was low and peanuts could be bought to feed the animals, although I doubt that peanuts were acceptable for all the animals to eat. I saw a number of locals feeding the animals - crackers, cakes and candy and no official stopped them.Lots of shade between exhibits, so it was comfortable, but cannot recommend for all of the above reasons.;368325880;Not recommended - Bandung Zoo;25;Outdoor Activities, Nature & Parks, Zoos & Aquariums ;Scottsdale AZ;122;33.49417;-111.926052
99;Patrick H;;20;2016/5/1;-6.89016,107.60696;The condition of this zoo is very bad. Amimals don't receive enough treatment because they all look so thin and sad. There are many garbage, very dirty. The cages condition also not good. I hope the government will improve the condition of this zoo soon;369269566;Sad animals in this zoo - Bandung Zoo;25;Nature & Parks, Zoos & Aquariums, Outdoor Activities ;Bogor, Indonesia;122;-6.597147;106.806039
99;Sifis A;;10;2016/5/13;-6.89016,107.60696;A horrible place,hell on earth for all these poor animals.Rusty cages,dirty place and really neglected animals.Some of them are very thin,i believe they must be hungry.Not recommended for sure!;372668013;Shut down this place. - Bandung Zoo;25;Outdoor Activities, Zoos & Aquariums, Nature & Parks ;Bogor, Indonesia;122;-6.597147;106.806039
93;Jati H;;40;2016/3/16;-6.917433,107.60933;Place lil bit hidden, it's located on third floor in pasar cikapundung. And the antique stuff over here was quite good and the seller were very friendly. It's better to come on weekend and after 12pm too make sure the store are all open.;356235008;Good place to find good stuff! - Pasar Barang Antik Cikapundung;40;;Jakarta, Indonesia;4;-6.17511;106.865039
94;Linda C;;40;2015/7/12;-6.905275,107.61129;I come to this chapel often as this place has a unique Latin Traditional Catholic Mass. This traditional mass requires every woman who joined the program to wear veil or mantilla as the head cover.Served every second Sunday of every month (unless further notices), the activity always held at 16.00 (4 pm) the Latin Traditional mass brings a quite different of experience though the homilies will always be in Bahasa Indonesia.;288369049;Missa Latina at Bandung - Chapel Kabar Gembira maria;45;;Bandung, Indonesia;4;-6.917464;107.619123
95;SmallWorldForAll;;20;2016/7/24;-6.894736,107.65748;Don't expect too much as this small center provides only minimum exhibitions.The facilities, equipments and displays are poor and not well maintained.Staff are friendly but they need more training to convey the content in a more fun way for the children.;396462284;Need a lot of improvements - Bandung Science Center;35;Science Museums, Museums ;Jakarta, Indonesia;6;-6.17511;106.865039
95;fmuth;;50;2016/8/12;-6.894736,107.65748;It's a must visit site for children when come to Bandung. They can see many things about science here with a good guide. Dont worry if parents cant join the tour, their guides are so communicative to children. They explain science with child's language so kids understand. At the end of tour, they play interactive games. It was sooo fun!! And back home with new knowledges. Bravo BSC!! Keep improve...;404557634;Fun Learning @Bandung - Bandung Science Center;35;Science Museums, Museums ;tangerang;6;-6.202394;106.65271
92;yennimd;;50;2016/1/2;-6.957674,107.62281;Just found out about this place from my family, and we visited this water park today! It's absolutely lots of fun! They have several small slides great for little kids, and bigger slides great for kids to teenagers, and if adults want to try, still can try the biggest one! The price to enter this park is only Rp 50.000 per person. I can say that this is an amazing economical price for a water park! To rent a tube it's Rp 25.000 per 2 hours with Rp 25.000 deposit, and to rent a sliding board it's Rp 15.000 per 2 hours with Rp 15.000 deposit. We can also rent a gazebo on the side for only Rp 50.000,- for 2 hours, deposit only Rp 25.000,- I really feel that it's such an amazing deal. Also, it's such a fun park! Although today was extremely full of people, the park is quite well-maintained. It's still clean and very acceptable despite the flow of hundreds of people inside! My boys were having so much fun! We practically spent 4 hours in this park and they still wanted to stay longer. Oh, two small pools are filled with warm/hot water, the other pools are cold water, but it's good because this is located in hot area of Bandung. This location can be accessed from the Batununggal Permai Real Estate complex. I didn't take this route when coming in the morning, and instead took the small route behind the traditional market as I followed waze app's direction. :) Anyhow, I highly recommend this place for a family with small children to teenagers!;336617574;Economical price, great slides... - Panghegar Waterboom;35;Water Parks, Water & Amusement Parks ;Bandung, Indonesia;8;-6.917464;107.619123
93;Darnel-HDI;;40;2016/5/30;-6.917433,107.60933;This place is located near Jl Cikapundung and Jalan Braga. It is in the 3rd floor of Pasar Cikapundung. Here you can find antique stuffs or something look antique. It i s also interesting to visit for a window shopping.;377895465;Good Place for Antique Stuffs - Pasar Barang Antik Cikapundung;40;;Jakarta, Indonesia;4;-6.17511;106.865039
75;fraserfroz;;50;2015/4/11;-6.92327,107.6051;Art Deco Hidden GemThere is a plethora of Art Deco buildings in Bandung.Whilst some are in requiring repair , most are astonishingly Magnificent.In Down Town Bandung, nestled amongst and somewhat juxtaposed with the 'Pimped' Becaks is this very Cool Building.It is now a Chinese restaurant , but this should not deter any Art Deco lover from visiting this rather Fab Building.Go at sunrise with a Real camera and you will be gob-smacked with the results.;265147655;Wolf in Sheeps Clothing - The Majestic Theatre;35;Architectural Buildings, Sights & Landmarks ;Perth, Australia;15;-31.950527;115.860457
69;Raihan Z;;50;2016/7/30;-6.892823,107.58504;This fashion mall is very good. The location is very strategic. The corridor is quite large. There are many Air Conditioner. The store is very complete. The price not cheap but quite expensive. But you can find several store that sell clothes in cheap price. Price range between $8 - $30. There are food court in the 3rd floor. You can bring your car easily and there are many parking lot. ;399142812;My Review - BTC Fashion Mall;35;Shopping Malls, Shopping ;Bandung, West Java ;18;-6.917464;107.619123
71;Daniel P;;30;2015/4/20;-6.829444,107.46861;This is a small lake located in the Western side of Bandung, so it takes around 30-60 minutes from Bandung to reach here. However, I wonder if anyone would really should devote their time into visiting this place, and there are several reasons for that:1. It really has nothing to do. There is an island-sorta restaurant in the middle of the lake, but it costs Rp. 75,000 to hire a boat to take around 2-3 minutes cross to the restaurant. Besides that, there really isn't anything to do.2. There are lot of mosquitoes and other unknown bugs here. This is typical of a water attraction especially when the water is still, so make sure, if you visit this place, you have a good anti-mosquito and anti-ant protection with you. They hurt.Overall, I think this place could have been better for locals and foreigners alike if the local government took better care of it.;266825364;"The true type of ""local"" tourist... - Situ Ciburuy";30;Bodies of Water, Nature & Parks ;Seoul, South Korea;26;37.566535;126.977969
70;guy_hubb;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;50;2017/5/4;-6.851748,107.59651;Cost to visit is $aud13 per adult. There was 2 of us. You must book in your shoes so make sure you pack a pair of socks. Allow 1 hour plus to get the full experience. It is a total 3D world with the aim of getting your photo as part of the scene. A load of fun and extremely well presented. The 2 of us had fun but for sure a family with kids or a groip of friends would have a ball. These 3D pictures cover the walls and floors and ceilings.Its hard to describe in words other to say 'do it' and you will enjoy the experience and fun. Coffee in the cafe at the end was ice as well;481754261;Wow factor and add to your bucket list - Amazing Art World;45;Specialty Museums, Museums ;Toowoomba, Australia;33;-27.559821;151.95067
75;barry f;;40;2015/9/22;-6.92327,107.6051;View as part of a Jalan Braga stroll: enchanting Art Deco architectural design conceits include the theatre name's flourishes and the bold buttresses and red paint.;312889196;Heritage area highlight - The Majestic Theatre;35;Architectural Buildings, Sights & Landmarks ;hong kong;15;22.396428;114.109497
73;Tito S;;50;2017/6/1;-6.860163,107.62994;First I met Sunaryo was at in Selasar Sunaryo, his newest creation is Wot Batu ,30 minutes from Dago street, heading to North, and turn left from highway, at right side U will find Wot Batu (for best result..Use your GPS).Quite place...Full of energy....U will feel sourounded by mistycal energies, I don't know how to explain...But fantastic.;489757739;Newest from Sunaryo - Wot Batu;45;Geologic Formations, Gardens, Nature & Parks ;Bandung;9;-6.917464;107.619123
69;Rita H;;30;2017/2/4;-6.892823,107.58504;BTC fashion mall is the nearest mall from Pasteur Toll gate. There is a bunch of clothes store with cheap price. The quality of the clothes is different from one store to the others. That's why we have to bargain. The food court provides several types of food. It's not too cozy though. One unique thing about this mall: this is the only mall that has church Sunday service. It's held on every Sunday, 7 a.m, 9 a.m, 5 p.m, and 7 p.m. All services is in Indonesian. ;457254767;Average - BTC Fashion Mall;35;Shopping Malls, Shopping ;Jakarta, Indonesia;18;-6.17511;106.865039
73;RavioPatra;;50;2016/6/6;-6.860163,107.62994;I was privileged to visit Wot Batu a few months before it was open for public while accompanying a group of Singaporean and Indonesian officials in Bandung in October 2015 (they only opened for public in January 2016, I think).This might sound weird, but I actually shed tears while I was in Wot Batu. At first I thought this was just going to be another display of stone statues and all but boy had I never been more wrong. The moment I stepped on the small stones scattered on the entrance, I was already feeling this weird feeling in my tummy. I didn't understand it initially: what was so special about this place? But then I sat down on this big rock (I asked first whether it was okay to sit on it) and started to enjoy the view. A guide explained how the place incorporated elements of fire (the fire that never goes out), water (the small ponds), earth (obviously--it's called the stone garden), and air (it's an open space in Dago Hills, so...of course the air is fresh).I could picture spending hours and hours and hours of my life in Wot Batu simply for its breathtaking view and the profound values the entire garden epitomizes. Sunaryo (the renowned genius sculptor behind the Wot Batu) himself showcased another wonder of Wot Batu: how nature increases your energy. I'm spiritual (yes, spiritual--not religious) so the experience meant a lot to me: the fact that you can actually connect with nature and let it elevate your energy level. I may sound vague, but unless you pay a visit yourself, I guess it'll be hard to understand what is so beautiful about the place.Too bad I think in no time it'll unfortunately be known as the 'best place for selfies' despite its mastermind artful landscape and profound values. But I hope it's just my fear, though.;380433269;Profound in Values - Wot Batu;45;Geologic Formations, Gardens, Nature & Parks ;Bogor, Indonesia;9;-6.597147;106.806039
69;drizkiwinsthrop;;30;2017/8/9;-6.892823,107.58504;Shopping center, good but not the best, many restaurants at the high floor, a little bit area for a smoker, overall is good.;510806396;Good only - BTC Fashion Mall;35;Shopping Malls, Shopping ;Bandung, Indonesia;18;-6.917464;107.619123
68;Benjamin K;;50;2016/9/20;-6.905275,107.61129;Mahendra picked us up from the hotel and showed us many nice spots, like tea plantations or traditional villages. The highlight was the rengganis crater visit! We went to the waterfalls and the hot springs of course. Mahendra is a very friendly and funny guide, and gave us lots of information about indonesia and the people. If you stay in bandung for a day this is a must do!;420730673;Nice tour - Rengganis Crater;45;Geologic Formations, Nature & Parks ;Bandung, West Java ;12;-6.917464;107.619123
73;Yuliana F;;50;2017/3/29;-6.860163,107.62994;At first I never heard about this place..my friends from Jakarta ask me to take them there..from the front just a plain wall..to your left you'll see a ticket locket..50 thousand rupiahs for general population..30 thousand rupiahs for students..inside you'll see various rocks sculpted into various story and meaning..I suggest you ask one of the tour guide..she will assist you freely..at the end of the tour you'll get a free drink which I assumed mix of sereh, ginger, rosela, honey..in this place you can take time for meditating..and of course there are a lot of places to take selfie or wefie..you'll have a good time if you're into photography..;471259826;Interesting place.. - Wot Batu;45;Geologic Formations, Gardens, Nature & Parks ;Bandung;9;-6.917464;107.619123
68;meganlee82;;40;2017/5/4;-6.894736,107.65748;Go early in the morning to avoid traffic. Easy hike up and down the crater, or you can take a motorbike as its quite cheap anyway. Stinks of sulphur sometimes and can get warm though the weather is cooling. Not very scenic but its cool to see the bubbling lake, people putting the volcanic clay mask on themselves. However, it started to rain when we were about to go down so my friends had to wait 20 mins under a hut until it was safe for them to take the motorcycle down.;481602222;Cool crater - Rengganis Crater;45;Geologic Formations, Nature & Parks ;Singapore, Singapore;12;1.352083;103.819836
68;Bandungprivatetour;;50;2016/8/22;-6.917433,107.60933;The rengganis crater is was wonderfull place..You can seen the active vulcano,Also you can enjoy natural hotspring;409056782;Guiding tourist - Rengganis Crater;45;Geologic Formations, Nature & Parks ;Bandung, West Java ;12;-6.917464;107.619123
68;juliette123537;;50;2016/10/9;-6.894736,107.65748;We made a full day tour with Mahendra private tours, it was a great experience. He picked us up at the hotel at 8:00. He took us to different places: threw beautiful rice fields, showed us how bamboo and rice is being made by locals, old bridge, to Kawih Putih (amazing!) and the hot springs. What makes Mahendra a wonderful guide is that he really takes the time to show things, explain things. He gives you the possibility to spend as much time as you want at a place. His english is perfect and we had some really nice conversations about different subjects. You can ask him anything. Thank you Mahendra!;426542378;Day your Bandung - Rengganis Crater;45;Geologic Formations, Nature & Parks ;Utrecht, The Netherlands;12;52.090737;5.12142
68;jajavalB;;40;2017/7/18;-6.957674,107.62281;I went to this attraction after hiking to the view point of Kawah Putih, further passed the tea plantations through the rocky path. I reached the valley of hotspring where I enjoy indonesian onsen style of hot water and mud spa. There were foodshacks where I had light food and drinks. There was popular among locals. ;503155571;Walking down the valley to hot spring... - Rengganis Crater;45;Geologic Formations, Nature & Parks ;Bangkok;12;13.756331;100.501765
70;Hana Fedora H;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;50;2017/5/20;-6.851748,107.59651;i visited here with my friends and we have a really great time. The pictures quality is fantastic from the first picture in the entry, feels like a completely different world. A perfect background for take fun and interesting picture. With the many zones here, we can enjoy from daily life until fantasy-like experience. And this place is bigger than I thought, just visit once is not enough, even if you visit twice or thrice you will find something new you've missed.The entry fee is very cheap for place with this amazing quality. They also have restaurant and cafe with delicious meals and drinks. I recommended this place for people who likes taking picture in fun, interesting and creative way with families and friends.;486020392;AMAZING EXPERIENCE - Amazing Art World;45;Specialty Museums, Museums ;Seoul, South Korea;33;37.566535;126.977969
73;pipin p;;40;2017/9/18;-6.860163,107.62994;We really enjoy this place very much. Good place, cozy and quite. Not far from Selasar Soenaryo. Good scenery. If you want to have a peacefull time, do please come here...Pay idr 50k for adult, and idr 30k for child.;524789008;Quite Place - Wot Batu;45;Geologic Formations, Gardens, Nature & Parks ;Jakarta, Indonesia;9;-6.17511;106.865039
70;RizalP;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;40;2017/5/28;-6.851748,107.59651;Some spot are better than other similar attractions in Indonesia. A bit bigger than other.But parking fee is to much I guess.;488617749;Another 3D photography art - Amazing Art World;45;Specialty Museums, Museums ;Jakarta;33;-6.17511;106.865039
70;Nur Mukhlis F;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;50;2017/5/11;-6.851748,107.59651;Many great spot, great view, very large area, large parking and special prize for pio puding as a gift. Its as worth as the ticket prize..;483407210;Superb spot to get photograph - Amazing Art World;45;Specialty Museums, Museums ;Toowoomba, Australia;33;-27.559821;151.95067
70;japan2;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;50;2017/5/19;-6.851748,107.59651;I get to know Amazing Art World via @amazing.art.world.bandung instagram.I visited here with my friends since the picture is interesting and then the museum is having 45%off sales event until July.The museum was amazing like the name, ' Amazing Art World.' The painting quality was totally nice and it was really huge. So we spent around 2 hours in this place taking pictures. And the museum has a restauarnt and cafe so we didn't have to go out to have lunch. It also sells Korean meal like Bibimbab, Tteokbokki, Bulgoggi and etc because the owner is a Korean. It was amazing to visit here so I am planning to go Amazing Art World again with my friends. I promise you, it wil be money well spent!;485547410;Amazing Art World is Amazing like the... - Amazing Art World;45;Specialty Museums, Museums ;Seoul, South Korea;33;37.566535;126.977969
70;Suci F;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;50;2017/7/31;-6.851748,107.59651;I came here on Sunday morning with my kids, around 10 AM. Not many people inside at that hour, so we can take many pics without disturbing other people and vice versa. We were asked to leave our shoes before entering the place, which is reasonable to avoid scratch on the painted floor. Do not come here alone if you don't have selfie stick. This place was so much fun if you bring friends or family with you. Unfortunately, they do not accept card yet, so cash only. After spending almost 2 hours inside, if you hungry, a restaurant and a coffee shop were available near the parking area.;507318591;amazing place to take fun 3D pictures - Amazing Art World;45;Specialty Museums, Museums ;Jakarta, Indonesia;33;-6.17511;106.865039
70;Viktor D;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;50;2017/7/14;-6.851748,107.59651;Must visit, cool place, come as early as you can, it open at 9 am. If you come early, you can get as much picture as you want. Must must must visit this place. They only accept CASH. ;502041584;Extraordinary place - Amazing Art World;45;Specialty Museums, Museums ;Jakarta, Indonesia;33;-6.17511;106.865039
70;Ria B;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;40;2017/6/20;-6.851748,107.59651;We went to this place at 9.30AM .. lucky us , there were only 3 family with 1 and 3 children ..Before entering we had to took out our shoes, and gave to the staff to kept and they will give you the receipt to get the shoes back after you finished .It took 1 hour to take most of the pictures inside.. We had so much fun.. But we think next time if we plan to go here again we will bring our family and friends because the more the happier will be ..There's a cafe inside the building, we ordered fresh juices because we plan to have brunch at morning glory cafe outside the building but still at the same area.Will come back again to this place someday..;494696242;Good place to spend with family, friends - Amazing Art World;45;Specialty Museums, Museums ;Jakarta, Indonesia;33;-6.17511;106.865039
70;Deasy2712;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;40;2017/7/11;-6.851748,107.59651;The place where you spoil yourself in viewing and take pictures. The place is quite spacious, very convenient as we visit there in the evening, not really much visitors as normally morning and afternoon time people visit this museum.;500608373;Nice place - Amazing Art World;45;Specialty Museums, Museums ;Jakarta, Indonesia;33;-6.17511;106.865039
70;joemarselo;selfie stick, take pictures, tricks, scenes, dimensional, photographs, shoes, visitors, fun, weekday, quality;50;2017/6/19;-6.851748,107.59651;Great wall art. All scenes are interesting. Good experience. Recommended, especially for kids. you can spend approx. 2 hours here.;494439923;great wall art - Amazing Art World;45;Specialty Museums, Museums ;Jakarta, Indonesia;33;-6.17511;106.865039
75;i t;;30;2016/12/20;-6.92327,107.6051;An ambience experience in a heritage buidling to visit with family in the very city center of Bandung ...;445533273;An interesting and nice plcae to visit - The Majestic Theatre;35;Architectural Buildings, Sights & Landmarks ;jkt;15;53.780216;-0.304419
75;epun;;40;2015/10/4;-6.92327,107.6051;The architecture of this building what makes it special. People visit this place to take photo of the building. Nice for a good photo background. ;316191861;Nice art - The Majestic Theatre;35;Architectural Buildings, Sights & Landmarks ;Penang, Malaysia;15;5.416346;100.332762
75;jajavalB;;30;2017/7/9;-6.92327,107.6051;At the lobby of the theatre, it's old fashioned film projector. The ambience is classic with traditional sundanese performance. It's great time there.;499852931;Building with creature and protruding... - The Majestic Theatre;35;Architectural Buildings, Sights & Landmarks ;Bangkok;15;13.756331;100.501765
75;Rahadian S;;30;2016/6/6;-6.92327,107.6051;this famous building opening for Bandung people especially artist, musician, and all people like art, music, movie, opera and other entertainment thing;380456819;ancient opera/theater monuments - The Majestic Theatre;35;Architectural Buildings, Sights & Landmarks ;Tangerang;15;-6.202394;106.65271
74;Desti P;;30;2016/8/19;-6.910626,107.62932;The place is not too big but it has two adult size see-saw, three adult size swings (two of it are used by two couples), one cube, and one slide that are not pretty well maintained.The public toilet is not working. But the park has table and chair to sit and pretty comfy. Many street hawkers.It's a so so public park but I believe it's even better than before its renovated by Bandung's mayor.;407486761;So so - Taman Super Hero;35;Nature & Parks ;Bandung, West Java ;14;-6.917464;107.619123
72;Hardy Y;;30;2015/4/30;-6.911673,107.61594;visiting in routine daily program must take an umbrella with us, many music performances are held in the weekend. In week day, this park tend crowded by many students surrounded with their white grey uniform;269008176;open sky - Centrum Music Park;35;Playgrounds, Gardens, Fun & Games, Nature & Parks ;Bandung, Indonesia;28;-6.917464;107.619123
75;Darnel-HDI;;40;2015/11/18;-6.92327,107.6051;This is one of the Dutch Colonial heritage building. Most people come there to take photo of the building. A very nice architecture. It was a cinema and I used to come for movies when I was student in 1970s.;327711151;Nice Heritage Building - The Majestic Theatre;35;Architectural Buildings, Sights & Landmarks ;Jakarta, Indonesia;15;-6.17511;106.865039
72;IraRahmayanti;;30;2016/2/21;-6.911673,107.61594;This park used to be (and still) a place for student of 3 and 5 Senior High School to hang around or do things (eg. student/school event). Its popular with the name taman (park) Pengki.. But, with new decoration, it will be more interesting, especially for children to come and play..;349881428;We called it 'Pengki'.. - Centrum Music Park;35;Playgrounds, Gardens, Fun & Games, Nature & Parks ;Bandung, Indonesia;28;-6.917464;107.619123
74;mucry_;;40;2017/8/23;-6.910626,107.62932;Cheap sights, no tickets, in the middle of town, easily accessible, lots of food, lots of kids toy sellers. The car park is pretty limited, but the parking attendant will definitely help you.Many #superhero #americansuperhero and #indonesiansuperhero here. Gatotkaca, Gundala, Superman, Batman, etc.Do not come here when it rains because there is no place for shade.;516898899;Tempat Hiburan Murah - Taman Super Hero;35;Nature & Parks ;Jakarta, Indonesia;14;-6.17511;106.865039
72;slametbeja;;30;2016/7/25;-6.911673,107.61594;Located in the heart of Bandung city, this place is nice for young people to get relief from their tiring lessons. Girls and boys may have exciting time there while playing guitar, take selfie photo, and enjoy some Bandung traditional food, Batagor sold by vendors passing by.;397175083;Perfect for Young Couples - Centrum Music Park;35;Playgrounds, Gardens, Nature & Parks, Fun & Games ;Bandung, Indonesia;28;-6.917464;107.619123
96;Reynov P;;20;2015/12/31;-6.906318,107.61941;You will find it around the cornee of Riau intersection. The building look nice with old heritage type. The name also make you think this outlet will give many choices.But when you come inside, the light is dim need to replace with the brighhter one.Items mostly outdated, need alot of improvement for the space layout and up to date items.;336187810;Nice outlook but outdated - Jessie James Factory Outlet;35;Factory Outlets, Shopping ;KL;7;3.139003;101.686855
96;gita73;;40;2015/7/25;-6.906318,107.61941;not much items here,and most clothes seem unattractive and old...very few range of selection here......they have mens clothes upstairs which is equally drabby and unattractive...;292432972;just another outlet with a fancy name!! - Jessie James Factory Outlet;35;Factory Outlets, Shopping ;KL;7;3.139003;101.686855
99;zeurro;;20;2016/7/25;-6.89016,107.60696;If you want to see animals in bad conditions go to this zoo, there is no money for a nice zoo, just a lot of animals caged up.;396701414;Bandung zoo - Bandung Zoo;25;Nature & Parks, Outdoor Activities, Zoos & Aquariums ;Venlo, The Netherlands;122;51.370375;6.172403
